origin_road_id,destination_road_id,source_index,source_origin_time,gene_trace_road_id,gene_trace_datetime
807,375,608947,2015-11-06T17:49:06Z,"[807, 20694, 739, 20686, 28016, 24135, 736, 23450, 14109, 335, 14116, 23908, 544, 21126, 284, 19480, 29961, 19484, 19489, 25629, 375]","[""2015-11-06T17:49:06Z"", ""2015-11-06T17:49:38Z"", ""2015-11-06T17:49:39Z"", ""2015-11-06T17:49:41Z"", ""2015-11-06T17:50:47Z"", ""2015-11-06T17:51:51Z"", ""2015-11-06T17:54:20Z"", ""2015-11-06T17:54:27Z"", ""2015-11-06T17:56:36Z"", ""2015-11-06T17:56:38Z"", ""2015-11-06T17:56:50Z"", ""2015-11-06T17:58:48Z"", ""2015-11-06T18:00:31Z"", ""2015-11-06T18:00:38Z"", ""2015-11-06T18:00:43Z"", ""2015-11-06T18:01:47Z"", ""2015-11-06T18:02:02Z"", ""2015-11-06T18:02:57Z"", ""2015-11-06T18:03:54Z"", ""2015-11-06T18:04:26Z"", ""2015-11-06T18:04:28Z""]"
807,375,608947,2015-11-06T17:49:06Z,"[807, 20694, 739, 20686, 28016, 24135, 736, 23450, 14109, 335, 14116, 23908, 544, 21126, 284, 19480, 29961, 19484, 19489, 25629, 375]","[""2015-11-06T17:49:06Z"", ""2015-11-06T17:49:38Z"", ""2015-11-06T17:49:39Z"", ""2015-11-06T17:49:41Z"", ""2015-11-06T17:50:47Z"", ""2015-11-06T17:51:51Z"", ""2015-11-06T17:54:20Z"", ""2015-11-06T17:54:27Z"", ""2015-11-06T17:56:36Z"", ""2015-11-06T17:56:38Z"", ""2015-11-06T17:56:50Z"", ""2015-11-06T17:58:48Z"", ""2015-11-06T18:00:31Z"", ""2015-11-06T18:00:38Z"", ""2015-11-06T18:00:43Z"", ""2015-11-06T18:01:47Z"", ""2015-11-06T18:02:02Z"", ""2015-11-06T18:02:57Z"", ""2015-11-06T18:03:54Z"", ""2015-11-06T18:04:26Z"", ""2015-11-06T18:04:28Z""]"
807,375,608947,2015-11-06T17:49:06Z,"[807, 20694, 739, 20686, 28016, 24135, 736, 23450, 14109, 335, 14116, 23908, 544, 21126, 284, 19480, 29961, 19484, 19489, 25629, 375]","[""2015-11-06T17:49:06Z"", ""2015-11-06T17:49:38Z"", ""2015-11-06T17:49:39Z"", ""2015-11-06T17:49:41Z"", ""2015-11-06T17:50:47Z"", ""2015-11-06T17:51:51Z"", ""2015-11-06T17:54:20Z"", ""2015-11-06T17:54:27Z"", ""2015-11-06T17:56:36Z"", ""2015-11-06T17:56:38Z"", ""2015-11-06T17:56:50Z"", ""2015-11-06T17:58:48Z"", ""2015-11-06T18:00:31Z"", ""2015-11-06T18:00:38Z"", ""2015-11-06T18:00:43Z"", ""2015-11-06T18:01:47Z"", ""2015-11-06T18:02:02Z"", ""2015-11-06T18:02:57Z"", ""2015-11-06T18:03:54Z"", ""2015-11-06T18:04:26Z"", ""2015-11-06T18:04:28Z""]"
807,375,608947,2015-11-06T17:49:06Z,"[807, 20694, 739, 20686, 28016, 24135, 736, 23450, 14109, 335, 14116, 23908, 544, 21126, 284, 19480, 29961, 19484, 19489, 25629, 375]","[""2015-11-06T17:49:06Z"", ""2015-11-06T17:49:38Z"", ""2015-11-06T17:49:39Z"", ""2015-11-06T17:49:41Z"", ""2015-11-06T17:50:47Z"", ""2015-11-06T17:51:51Z"", ""2015-11-06T17:54:20Z"", ""2015-11-06T17:54:27Z"", ""2015-11-06T17:56:36Z"", ""2015-11-06T17:56:38Z"", ""2015-11-06T17:56:50Z"", ""2015-11-06T17:58:48Z"", ""2015-11-06T18:00:31Z"", ""2015-11-06T18:00:38Z"", ""2015-11-06T18:00:43Z"", ""2015-11-06T18:01:47Z"", ""2015-11-06T18:02:02Z"", ""2015-11-06T18:02:57Z"", ""2015-11-06T18:03:54Z"", ""2015-11-06T18:04:26Z"", ""2015-11-06T18:04:28Z""]"
807,375,608947,2015-11-06T17:49:06Z,"[807, 20694, 739, 20686, 28016, 24135, 736, 23450, 14109, 335, 14116, 23908, 544, 21126, 284, 19480, 29961, 19484, 19489, 25629, 375]","[""2015-11-06T17:49:06Z"", ""2015-11-06T17:49:38Z"", ""2015-11-06T17:49:39Z"", ""2015-11-06T17:49:41Z"", ""2015-11-06T17:50:47Z"", ""2015-11-06T17:51:51Z"", ""2015-11-06T17:54:20Z"", ""2015-11-06T17:54:27Z"", ""2015-11-06T17:56:36Z"", ""2015-11-06T17:56:38Z"", ""2015-11-06T17:56:50Z"", ""2015-11-06T17:58:48Z"", ""2015-11-06T18:00:31Z"", ""2015-11-06T18:00:38Z"", ""2015-11-06T18:00:43Z"", ""2015-11-06T18:01:47Z"", ""2015-11-06T18:02:02Z"", ""2015-11-06T18:02:57Z"", ""2015-11-06T18:03:54Z"", ""2015-11-06T18:04:26Z"", ""2015-11-06T18:04:28Z""]"
807,375,608947,2015-11-06T17:49:06Z,"[807, 20694, 739, 20686, 28016, 24135, 736, 23450, 14109, 335, 14116, 23908, 544, 21126, 284, 19480, 29961, 19484, 19489, 25629, 375]","[""2015-11-06T17:49:06Z"", ""2015-11-06T17:49:38Z"", ""2015-11-06T17:49:39Z"", ""2015-11-06T17:49:41Z"", ""2015-11-06T17:50:47Z"", ""2015-11-06T17:51:51Z"", ""2015-11-06T17:54:20Z"", ""2015-11-06T17:54:27Z"", ""2015-11-06T17:56:36Z"", ""2015-11-06T17:56:38Z"", ""2015-11-06T17:56:50Z"", ""2015-11-06T17:58:48Z"", ""2015-11-06T18:00:31Z"", ""2015-11-06T18:00:38Z"", ""2015-11-06T18:00:43Z"", ""2015-11-06T18:01:47Z"", ""2015-11-06T18:02:02Z"", ""2015-11-06T18:02:57Z"", ""2015-11-06T18:03:54Z"", ""2015-11-06T18:04:26Z"", ""2015-11-06T18:04:28Z""]"
807,375,608947,2015-11-06T17:49:06Z,"[807, 20694, 739, 20686, 28016, 24135, 736, 23450, 14109, 335, 14116, 23908, 544, 21126, 284, 19480, 29961, 19484, 19489, 25629, 375]","[""2015-11-06T17:49:06Z"", ""2015-11-06T17:49:38Z"", ""2015-11-06T17:49:39Z"", ""2015-11-06T17:49:41Z"", ""2015-11-06T17:50:47Z"", ""2015-11-06T17:51:51Z"", ""2015-11-06T17:54:20Z"", ""2015-11-06T17:54:27Z"", ""2015-11-06T17:56:36Z"", ""2015-11-06T17:56:38Z"", ""2015-11-06T17:56:50Z"", ""2015-11-06T17:58:48Z"", ""2015-11-06T18:00:31Z"", ""2015-11-06T18:00:38Z"", ""2015-11-06T18:00:43Z"", ""2015-11-06T18:01:47Z"", ""2015-11-06T18:02:02Z"", ""2015-11-06T18:02:57Z"", ""2015-11-06T18:03:54Z"", ""2015-11-06T18:04:26Z"", ""2015-11-06T18:04:28Z""]"
807,375,608947,2015-11-06T17:49:06Z,"[807, 20694, 739, 20686, 28016, 24135, 736, 23450, 14109, 335, 14116, 23908, 544, 21126, 284, 19480, 29961, 19484, 19489, 25629, 375]","[""2015-11-06T17:49:06Z"", ""2015-11-06T17:49:38Z"", ""2015-11-06T17:49:39Z"", ""2015-11-06T17:49:41Z"", ""2015-11-06T17:50:47Z"", ""2015-11-06T17:51:51Z"", ""2015-11-06T17:54:20Z"", ""2015-11-06T17:54:27Z"", ""2015-11-06T17:56:36Z"", ""2015-11-06T17:56:38Z"", ""2015-11-06T17:56:50Z"", ""2015-11-06T17:58:48Z"", ""2015-11-06T18:00:31Z"", ""2015-11-06T18:00:38Z"", ""2015-11-06T18:00:43Z"", ""2015-11-06T18:01:47Z"", ""2015-11-06T18:02:02Z"", ""2015-11-06T18:02:57Z"", ""2015-11-06T18:03:54Z"", ""2015-11-06T18:04:26Z"", ""2015-11-06T18:04:28Z""]"
807,375,608947,2015-11-06T17:49:06Z,"[807, 20694, 739, 20686, 28016, 24135, 736, 23450, 14109, 335, 14116, 23908, 544, 21126, 284, 19480, 29961, 19484, 19489, 25629, 375]","[""2015-11-06T17:49:06Z"", ""2015-11-06T17:49:38Z"", ""2015-11-06T17:49:39Z"", ""2015-11-06T17:49:41Z"", ""2015-11-06T17:50:47Z"", ""2015-11-06T17:51:51Z"", ""2015-11-06T17:54:20Z"", ""2015-11-06T17:54:27Z"", ""2015-11-06T17:56:36Z"", ""2015-11-06T17:56:38Z"", ""2015-11-06T17:56:50Z"", ""2015-11-06T17:58:48Z"", ""2015-11-06T18:00:31Z"", ""2015-11-06T18:00:38Z"", ""2015-11-06T18:00:43Z"", ""2015-11-06T18:01:47Z"", ""2015-11-06T18:02:02Z"", ""2015-11-06T18:02:57Z"", ""2015-11-06T18:03:54Z"", ""2015-11-06T18:04:26Z"", ""2015-11-06T18:04:28Z""]"
807,375,608947,2015-11-06T17:49:06Z,"[807, 20694, 739, 20686, 28016, 24135, 736, 23450, 14109, 335, 14116, 23908, 544, 21126, 284, 19480, 29961, 19484, 19489, 25629, 375]","[""2015-11-06T17:49:06Z"", ""2015-11-06T17:49:38Z"", ""2015-11-06T17:49:39Z"", ""2015-11-06T17:49:41Z"", ""2015-11-06T17:50:47Z"", ""2015-11-06T17:51:51Z"", ""2015-11-06T17:54:20Z"", ""2015-11-06T17:54:27Z"", ""2015-11-06T17:56:36Z"", ""2015-11-06T17:56:38Z"", ""2015-11-06T17:56:50Z"", ""2015-11-06T17:58:48Z"", ""2015-11-06T18:00:31Z"", ""2015-11-06T18:00:38Z"", ""2015-11-06T18:00:43Z"", ""2015-11-06T18:01:47Z"", ""2015-11-06T18:02:02Z"", ""2015-11-06T18:02:57Z"", ""2015-11-06T18:03:54Z"", ""2015-11-06T18:04:26Z"", ""2015-11-06T18:04:28Z""]"
