origin_road_id,destination_road_id,source_index,source_origin_time,gene_trace_road_id,gene_trace_datetime
807,375,608947,2015-11-06T17:49:06Z,"[807, 20694, 739, 20684, 20687, 20689, 20691, 20698, 20700, 543, 16798, 1468, 541, 7426, 7427, 21129, 21131, 21128, 21126, 284, 19480, 29961, 19484, 19489, 25629, 375]","[""2015-11-06T17:49:06Z"", ""2015-11-06T17:49:40Z"", ""2015-11-06T17:49:41Z"", ""2015-11-06T17:49:44Z"", ""2015-11-06T17:50:43Z"", ""2015-11-06T17:50:44Z"", ""2015-11-06T17:51:35Z"", ""2015-11-06T17:51:58Z"", ""2015-11-06T17:52:40Z"", ""2015-11-06T17:53:09Z"", ""2015-11-06T17:53:18Z"", ""2015-11-06T17:53:28Z"", ""2015-11-06T17:53:52Z"", ""2015-11-06T17:53:55Z"", ""2015-11-06T17:54:22Z"", ""2015-11-06T17:54:34Z"", ""2015-11-06T17:54:39Z"", ""2015-11-06T17:55:21Z"", ""2015-11-06T17:55:52Z"", ""2015-11-06T17:56:31Z"", ""2015-11-06T17:57:22Z"", ""2015-11-06T17:57:35Z"", ""2015-11-06T17:58:29Z"", ""2015-11-06T17:59:33Z"", ""2015-11-06T18:00:05Z"", ""2015-11-06T18:00:07Z""]"
807,375,608947,2015-11-06T17:49:06Z,"[807, 20694, 739, 20684, 20687, 20689, 20691, 20698, 20700, 543, 16798, 1468, 541, 7426, 7427, 21129, 21131, 21128, 21126, 284, 19480, 29961, 19484, 19489, 25629, 375]","[""2015-11-06T17:49:06Z"", ""2015-11-06T17:49:40Z"", ""2015-11-06T17:49:41Z"", ""2015-11-06T17:49:44Z"", ""2015-11-06T17:50:43Z"", ""2015-11-06T17:50:44Z"", ""2015-11-06T17:51:35Z"", ""2015-11-06T17:51:58Z"", ""2015-11-06T17:52:40Z"", ""2015-11-06T17:53:09Z"", ""2015-11-06T17:53:18Z"", ""2015-11-06T17:53:28Z"", ""2015-11-06T17:53:52Z"", ""2015-11-06T17:53:55Z"", ""2015-11-06T17:54:22Z"", ""2015-11-06T17:54:34Z"", ""2015-11-06T17:54:39Z"", ""2015-11-06T17:55:21Z"", ""2015-11-06T17:55:52Z"", ""2015-11-06T17:56:31Z"", ""2015-11-06T17:57:22Z"", ""2015-11-06T17:57:35Z"", ""2015-11-06T17:58:29Z"", ""2015-11-06T17:59:33Z"", ""2015-11-06T18:00:05Z"", ""2015-11-06T18:00:07Z""]"
807,375,608947,2015-11-06T17:49:06Z,"[807, 20694, 739, 20684, 20687, 20689, 20691, 20698, 20700, 543, 16798, 1468, 541, 7426, 7427, 21129, 21131, 21128, 21126, 284, 19480, 29961, 19484, 19489, 25629, 375]","[""2015-11-06T17:49:06Z"", ""2015-11-06T17:49:40Z"", ""2015-11-06T17:49:41Z"", ""2015-11-06T17:49:44Z"", ""2015-11-06T17:50:43Z"", ""2015-11-06T17:50:44Z"", ""2015-11-06T17:51:35Z"", ""2015-11-06T17:51:58Z"", ""2015-11-06T17:52:40Z"", ""2015-11-06T17:53:09Z"", ""2015-11-06T17:53:18Z"", ""2015-11-06T17:53:28Z"", ""2015-11-06T17:53:52Z"", ""2015-11-06T17:53:55Z"", ""2015-11-06T17:54:22Z"", ""2015-11-06T17:54:34Z"", ""2015-11-06T17:54:39Z"", ""2015-11-06T17:55:21Z"", ""2015-11-06T17:55:52Z"", ""2015-11-06T17:56:31Z"", ""2015-11-06T17:57:22Z"", ""2015-11-06T17:57:35Z"", ""2015-11-06T17:58:29Z"", ""2015-11-06T17:59:33Z"", ""2015-11-06T18:00:05Z"", ""2015-11-06T18:00:07Z""]"
807,375,608947,2015-11-06T17:49:06Z,"[807, 20694, 739, 20684, 20687, 20689, 20691, 20698, 20700, 543, 16798, 1468, 541, 7426, 7427, 21129, 21131, 21128, 21126, 284, 19480, 29961, 19484, 19489, 25629, 375]","[""2015-11-06T17:49:06Z"", ""2015-11-06T17:49:40Z"", ""2015-11-06T17:49:41Z"", ""2015-11-06T17:49:44Z"", ""2015-11-06T17:50:43Z"", ""2015-11-06T17:50:44Z"", ""2015-11-06T17:51:35Z"", ""2015-11-06T17:51:58Z"", ""2015-11-06T17:52:40Z"", ""2015-11-06T17:53:09Z"", ""2015-11-06T17:53:18Z"", ""2015-11-06T17:53:28Z"", ""2015-11-06T17:53:52Z"", ""2015-11-06T17:53:55Z"", ""2015-11-06T17:54:22Z"", ""2015-11-06T17:54:34Z"", ""2015-11-06T17:54:39Z"", ""2015-11-06T17:55:21Z"", ""2015-11-06T17:55:52Z"", ""2015-11-06T17:56:31Z"", ""2015-11-06T17:57:22Z"", ""2015-11-06T17:57:35Z"", ""2015-11-06T17:58:29Z"", ""2015-11-06T17:59:33Z"", ""2015-11-06T18:00:05Z"", ""2015-11-06T18:00:07Z""]"
807,375,608947,2015-11-06T17:49:06Z,"[807, 20694, 739, 20684, 20687, 20689, 20691, 20698, 20700, 543, 16798, 1468, 541, 7426, 7427, 21129, 21131, 21128, 21126, 284, 19480, 29961, 19484, 19489, 25629, 375]","[""2015-11-06T17:49:06Z"", ""2015-11-06T17:49:40Z"", ""2015-11-06T17:49:41Z"", ""2015-11-06T17:49:44Z"", ""2015-11-06T17:50:43Z"", ""2015-11-06T17:50:44Z"", ""2015-11-06T17:51:35Z"", ""2015-11-06T17:51:58Z"", ""2015-11-06T17:52:40Z"", ""2015-11-06T17:53:09Z"", ""2015-11-06T17:53:18Z"", ""2015-11-06T17:53:28Z"", ""2015-11-06T17:53:52Z"", ""2015-11-06T17:53:55Z"", ""2015-11-06T17:54:22Z"", ""2015-11-06T17:54:34Z"", ""2015-11-06T17:54:39Z"", ""2015-11-06T17:55:21Z"", ""2015-11-06T17:55:52Z"", ""2015-11-06T17:56:31Z"", ""2015-11-06T17:57:22Z"", ""2015-11-06T17:57:35Z"", ""2015-11-06T17:58:29Z"", ""2015-11-06T17:59:33Z"", ""2015-11-06T18:00:05Z"", ""2015-11-06T18:00:07Z""]"
807,375,608947,2015-11-06T17:49:06Z,"[807, 20694, 739, 20684, 20687, 20689, 20691, 20698, 20700, 543, 16798, 1468, 541, 7426, 7427, 21129, 21131, 21128, 21126, 284, 19480, 29961, 19484, 19489, 25629, 375]","[""2015-11-06T17:49:06Z"", ""2015-11-06T17:49:40Z"", ""2015-11-06T17:49:41Z"", ""2015-11-06T17:49:44Z"", ""2015-11-06T17:50:43Z"", ""2015-11-06T17:50:44Z"", ""2015-11-06T17:51:35Z"", ""2015-11-06T17:51:58Z"", ""2015-11-06T17:52:40Z"", ""2015-11-06T17:53:09Z"", ""2015-11-06T17:53:18Z"", ""2015-11-06T17:53:28Z"", ""2015-11-06T17:53:52Z"", ""2015-11-06T17:53:55Z"", ""2015-11-06T17:54:22Z"", ""2015-11-06T17:54:34Z"", ""2015-11-06T17:54:39Z"", ""2015-11-06T17:55:21Z"", ""2015-11-06T17:55:52Z"", ""2015-11-06T17:56:31Z"", ""2015-11-06T17:57:22Z"", ""2015-11-06T17:57:35Z"", ""2015-11-06T17:58:29Z"", ""2015-11-06T17:59:33Z"", ""2015-11-06T18:00:05Z"", ""2015-11-06T18:00:07Z""]"
807,375,608947,2015-11-06T17:49:06Z,"[807, 20694, 739, 20684, 20687, 20689, 20691, 20698, 20700, 543, 16798, 1468, 541, 7426, 7427, 21129, 21131, 21128, 21126, 284, 19480, 29961, 19484, 19489, 25629, 375]","[""2015-11-06T17:49:06Z"", ""2015-11-06T17:49:40Z"", ""2015-11-06T17:49:41Z"", ""2015-11-06T17:49:44Z"", ""2015-11-06T17:50:43Z"", ""2015-11-06T17:50:44Z"", ""2015-11-06T17:51:35Z"", ""2015-11-06T17:51:58Z"", ""2015-11-06T17:52:40Z"", ""2015-11-06T17:53:09Z"", ""2015-11-06T17:53:18Z"", ""2015-11-06T17:53:28Z"", ""2015-11-06T17:53:52Z"", ""2015-11-06T17:53:55Z"", ""2015-11-06T17:54:22Z"", ""2015-11-06T17:54:34Z"", ""2015-11-06T17:54:39Z"", ""2015-11-06T17:55:21Z"", ""2015-11-06T17:55:52Z"", ""2015-11-06T17:56:31Z"", ""2015-11-06T17:57:22Z"", ""2015-11-06T17:57:35Z"", ""2015-11-06T17:58:29Z"", ""2015-11-06T17:59:33Z"", ""2015-11-06T18:00:05Z"", ""2015-11-06T18:00:07Z""]"
807,375,608947,2015-11-06T17:49:06Z,"[807, 20694, 739, 20684, 20687, 20689, 20691, 20698, 20700, 543, 16798, 1468, 541, 7426, 7427, 21129, 21131, 21128, 21126, 284, 19480, 29961, 19484, 19489, 25629, 375]","[""2015-11-06T17:49:06Z"", ""2015-11-06T17:49:40Z"", ""2015-11-06T17:49:41Z"", ""2015-11-06T17:49:44Z"", ""2015-11-06T17:50:43Z"", ""2015-11-06T17:50:44Z"", ""2015-11-06T17:51:35Z"", ""2015-11-06T17:51:58Z"", ""2015-11-06T17:52:40Z"", ""2015-11-06T17:53:09Z"", ""2015-11-06T17:53:18Z"", ""2015-11-06T17:53:28Z"", ""2015-11-06T17:53:52Z"", ""2015-11-06T17:53:55Z"", ""2015-11-06T17:54:22Z"", ""2015-11-06T17:54:34Z"", ""2015-11-06T17:54:39Z"", ""2015-11-06T17:55:21Z"", ""2015-11-06T17:55:52Z"", ""2015-11-06T17:56:31Z"", ""2015-11-06T17:57:22Z"", ""2015-11-06T17:57:35Z"", ""2015-11-06T17:58:29Z"", ""2015-11-06T17:59:33Z"", ""2015-11-06T18:00:05Z"", ""2015-11-06T18:00:07Z""]"
807,375,608947,2015-11-06T17:49:06Z,"[807, 20694, 739, 20684, 20687, 20689, 20691, 20698, 20700, 543, 16798, 1468, 541, 7426, 7427, 21129, 21131, 21128, 21126, 284, 19480, 29961, 19484, 19489, 25629, 375]","[""2015-11-06T17:49:06Z"", ""2015-11-06T17:49:40Z"", ""2015-11-06T17:49:41Z"", ""2015-11-06T17:49:44Z"", ""2015-11-06T17:50:43Z"", ""2015-11-06T17:50:44Z"", ""2015-11-06T17:51:35Z"", ""2015-11-06T17:51:58Z"", ""2015-11-06T17:52:40Z"", ""2015-11-06T17:53:09Z"", ""2015-11-06T17:53:18Z"", ""2015-11-06T17:53:28Z"", ""2015-11-06T17:53:52Z"", ""2015-11-06T17:53:55Z"", ""2015-11-06T17:54:22Z"", ""2015-11-06T17:54:34Z"", ""2015-11-06T17:54:39Z"", ""2015-11-06T17:55:21Z"", ""2015-11-06T17:55:52Z"", ""2015-11-06T17:56:31Z"", ""2015-11-06T17:57:22Z"", ""2015-11-06T17:57:35Z"", ""2015-11-06T17:58:29Z"", ""2015-11-06T17:59:33Z"", ""2015-11-06T18:00:05Z"", ""2015-11-06T18:00:07Z""]"
807,375,608947,2015-11-06T17:49:06Z,"[807, 20694, 739, 20684, 20687, 20689, 20691, 20698, 20700, 543, 16798, 1468, 541, 7426, 7427, 21129, 21131, 21128, 21126, 284, 19480, 29961, 19484, 19489, 25629, 375]","[""2015-11-06T17:49:06Z"", ""2015-11-06T17:49:40Z"", ""2015-11-06T17:49:41Z"", ""2015-11-06T17:49:44Z"", ""2015-11-06T17:50:43Z"", ""2015-11-06T17:50:44Z"", ""2015-11-06T17:51:35Z"", ""2015-11-06T17:51:58Z"", ""2015-11-06T17:52:40Z"", ""2015-11-06T17:53:09Z"", ""2015-11-06T17:53:18Z"", ""2015-11-06T17:53:28Z"", ""2015-11-06T17:53:52Z"", ""2015-11-06T17:53:55Z"", ""2015-11-06T17:54:22Z"", ""2015-11-06T17:54:34Z"", ""2015-11-06T17:54:39Z"", ""2015-11-06T17:55:21Z"", ""2015-11-06T17:55:52Z"", ""2015-11-06T17:56:31Z"", ""2015-11-06T17:57:22Z"", ""2015-11-06T17:57:35Z"", ""2015-11-06T17:58:29Z"", ""2015-11-06T17:59:33Z"", ""2015-11-06T18:00:05Z"", ""2015-11-06T18:00:07Z""]"
